Game,Double Sixes,Winner,Number of Double Sixes
4963,True,Gambler,1
4964,True,Gambler,1
4965,False,House,0
4966,True,Gambler,1
4967,False,House,0
4968,False,House,0
4969,False,House,0
4970,False,House,0
4971,True,Gambler,1
4972,True,Gambler,1
4973,False,House,0
4974,False,House,0
4975,False,House,0
4976,False,House,0
4977,True,Gambler,1
4978,False,House,0
4979,False,House,0
4980,False,House,0
4981,False,House,0
4982,False,House,0
4983,False,House,0
4984,False,House,0
4985,False,House,0
4986,True,Gambler,1
4987,False,House,0
4988,True,Gambler,1
4989,True,Gambler,1
4990,True,Gambler,1
4991,False,House,0
4992,False,House,0
4993,True,Gambler,2
4994,False,House,0
4995,True,Gambler,1
4996,False,House,0
4997,True,Gambler,2
4998,True,Gambler,2
4999,False,House,0
5000,False,House,0
5001,True,Gambler,1
5002,False,House,0
5003,False,House,0
5004,True,Gambler,1
5005,True,Gambler,1
5006,True,Gambler,1
5007,True,Gambler,1
5008,False,House,0
5009,True,Gambler,1
5010,False,House,0
5011,False,House,0
5012,True,Gambler,1
5013,True,Gambler,2
5014,False,House,0
5015,True,Gambler,2
5016,True,Gambler,1
5017,False,House,0
5018,False,House,0
5019,True,Gambler,1
5020,False,House,0
5021,False,House,0
5022,False,House,0
5023,False,House,0
5024,False,House,0
5025,True,Gambler,1
5026,True,Gambler,1
5027,False,House,0
5028,True,Gambler,3
5029,False,House,0
5030,True,Gambler,2
5031,True,Gambler,1
5032,True,Gambler,2
5033,False,House,0
5034,True,Gambler,1
5035,False,House,0
5036,True,Gambler,1
5037,True,Gambler,3
5038,True,Gambler,1
5039,True,Gambler,2
5040,True,Gambler,1
5041,False,House,0
5042,False,House,0
5043,False,House,0
5044,False,House,0
5045,False,House,0
5046,False,House,0
5047,True,Gambler,2
5048,True,Gambler,1
5049,True,Gambler,2
5050,True,Gambler,3
5051,False,House,0
5052,False,House,0
5053,False,House,0
5054,True,Gambler,1
5055,True,Gambler,3
5056,False,House,0
5057,True,Gambler,1
5058,False,House,0
5059,True,Gambler,1
5060,True,Gambler,1
5061,True,Gambler,1
5062,True,Gambler,1
5063,True,Gambler,1
5064,False,House,0
5065,False,House,0
5066,False,House,0
5067,True,Gambler,1
5068,True,Gambler,1
5069,True,Gambler,1
5070,True,Gambler,2
5071,True,Gambler,2
5072,True,Gambler,1
5073,True,Gambler,2
5074,True,Gambler,2
5075,False,House,0
5076,False,House,0
5077,True,Gambler,3
5078,False,House,0
5079,False,House,0
5080,False,House,0
5081,True,Gambler,3
5082,False,House,0
5083,True,Gambler,1
5084,False,House,0
5085,False,House,0
5086,True,Gambler,1
5087,True,Gambler,1
5088,True,Gambler,1
5089,False,House,0
5090,True,Gambler,1
5091,True,Gambler,2
5092,False,House,0
5093,True,Gambler,1
5094,False,House,0
5095,True,Gambler,2
5096,False,House,0
5097,False,House,0
5098,False,House,0
5099,True,Gambler,1
5100,True,Gambler,1
5101,False,House,0
5102,True,Gambler,1
5103,True,Gambler,1
5104,False,House,0
5105,False,House,0
5106,False,House,0
5107,False,House,0
5108,False,House,0
5109,True,Gambler,1
5110,True,Gambler,1
5111,True,Gambler,1
5112,False,House,0
5113,False,House,0
5114,True,Gambler,2
5115,True,Gambler,1
5116,True,Gambler,2
5117,False,House,0
5118,True,Gambler,2
5119,True,Gambler,1
5120,False,House,0
5121,True,Gambler,1
5122,False,House,0
5123,False,House,0
5124,True,Gambler,1
5125,True,Gambler,4
5126,False,House,0
5127,False,House,0
5128,False,House,0
5129,False,House,0
5130,False,House,0
5131,True,Gambler,1
5132,False,House,0
5133,True,Gambler,1
5134,False,House,0
5135,True,Gambler,1
5136,True,Gambler,1
5137,False,House,0
5138,True,Gambler,2
5139,True,Gambler,1
5140,False,House,0
5141,True,Gambler,1
5142,False,House,0
5143,False,House,0
5144,False,House,0
5145,False,House,0
5146,True,Gambler,1
5147,False,House,0
5148,True,Gambler,1
5149,False,House,0
5150,True,Gambler,2
5151,True,Gambler,2
5152,True,Gambler,1
5153,True,Gambler,1
5154,True,Gambler,1
5155,True,Gambler,1
5156,False,House,0
5157,False,House,0
5158,True,Gambler,1
5159,True,Gambler,2
5160,True,Gambler,1
5161,False,House,0
5162,False,House,0
5163,True,Gambler,2
5164,False,House,0
5165,False,House,0
5166,True,Gambler,1
5167,True,Gambler,2
5168,False,House,0
5169,True,Gambler,1
5170,True,Gambler,1
5171,False,House,0
5172,False,House,0
5173,True,Gambler,1
5174,False,House,0
5175,True,Gambler,1
5176,False,House,0
5177,False,House,0
5178,False,House,0
5179,False,House,0
5180,True,Gambler,1
5181,True,Gambler,2
5182,True,Gambler,1
5183,False,House,0
5184,True,Gambler,1
5185,True,Gambler,1
5186,True,Gambler,1
5187,False,House,0
5188,True,Gambler,1
5189,False,House,0
5190,True,Gambler,2
5191,False,House,0
5192,True,Gambler,1
5193,True,Gambler,1
5194,True,Gambler,1
5195,True,Gambler,1
5196,False,House,0
5197,False,House,0
5198,True,Gambler,1
5199,True,Gambler,1
5200,True,Gambler,1
5201,True,Gambler,1
5202,False,House,0
5203,True,Gambler,1
5204,True,Gambler,1
5205,False,House,0
5206,True,Gambler,1
5207,False,House,0
5208,False,House,0
5209,True,Gambler,1
5210,False,House,0
5211,False,House,0
5212,False,House,0
5213,True,Gambler,1
5214,True,Gambler,1
5215,False,House,0
5216,False,House,0
5217,True,Gambler,1
5218,False,House,0
5219,False,House,0
5220,True,Gambler,1
5221,False,House,0
5222,True,Gambler,2
5223,True,Gambler,1
5224,True,Gambler,1
5225,True,Gambler,1
5226,False,House,0
5227,False,House,0
5228,True,Gambler,1
5229,True,Gambler,2
5230,False,House,0
5231,True,Gambler,1
5232,False,House,0
5233,True,Gambler,1
5234,True,Gambler,2
5235,True,Gambler,1
5236,True,Gambler,1
5237,False,House,0
5238,False,House,0
5239,True,Gambler,1
5240,True,Gambler,1
5241,False,House,0
5242,False,House,0
5243,False,House,0
5244,True,Gambler,2
5245,False,House,0
5246,False,House,0
5247,False,House,0
5248,False,House,0
5249,False,House,0
5250,True,Gambler,1
5251,False,House,0
5252,True,Gambler,1
5253,True,Gambler,1
5254,False,House,0
5255,False,House,0
5256,False,House,0
5257,False,House,0
5258,False,House,0
5259,False,House,0
5260,False,House,0
5261,True,Gambler,1
5262,True,Gambler,3
5263,True,Gambler,1
5264,False,House,0
5265,True,Gambler,1
5266,True,Gambler,1
5267,True,Gambler,2
5268,False,House,0
5269,False,House,0
5270,False,House,0
5271,False,House,0
5272,False,House,0
5273,True,Gambler,1
5274,False,House,0
5275,True,Gambler,1
5276,True,Gambler,1
5277,True,Gambler,1
5278,False,House,0
5279,False,House,0
5280,False,House,0
5281,False,House,0
5282,False,House,0
5283,False,House,0
5284,False,House,0
5285,False,House,0
5286,True,Gambler,1
5287,False,House,0
5288,False,House,0
5289,False,House,0
5290,False,House,0
5291,False,House,0
5292,True,Gambler,1
5293,True,Gambler,2
5294,True,Gambler,1
5295,False,House,0
5296,False,House,0
5297,False,House,0
5298,False,House,0
5299,True,Gambler,1
5300,False,House,0
5301,True,Gambler,1
5302,False,House,0
5303,False,House,0
5304,True,Gambler,1
5305,False,House,0
5306,False,House,0
5307,True,Gambler,2
5308,True,Gambler,1
5309,True,Gambler,1
5310,False,House,0
5311,True,Gambler,3
5312,True,Gambler,1
5313,True,Gambler,1
5314,False,House,0
5315,False,House,0
5316,False,House,0
5317,True,Gambler,1
5318,True,Gambler,1
5319,True,Gambler,2
5320,True,Gambler,1
5321,True,Gambler,1
5322,False,House,0
5323,True,Gambler,2
5324,False,House,0
5325,True,Gambler,1
5326,True,Gambler,1
5327,True,Gambler,1
5328,False,House,0
5329,True,Gambler,2
5330,False,House,0
5331,True,Gambler,2
5332,False,House,0
5333,False,House,0
5334,False,House,0
5335,False,House,0
5336,True,Gambler,1
5337,False,House,0
5338,True,Gambler,1
5339,True,Gambler,2
5340,True,Gambler,1
5341,False,House,0
5342,True,Gambler,2
5343,False,House,0
5344,True,Gambler,1
5345,False,House,0
5346,True,Gambler,1
5347,False,House,0
5348,False,House,0
5349,True,Gambler,1
5350,True,Gambler,1
5351,False,House,0
5352,False,House,0
5353,False,House,0
5354,False,House,0
5355,True,Gambler,2
5356,True,Gambler,2
5357,False,House,0
5358,True,Gambler,2
5359,True,Gambler,1
5360,True,Gambler,1
5361,False,House,0
5362,True,Gambler,1
5363,True,Gambler,1
5364,False,House,0
5365,False,House,0
5366,False,House,0
5367,True,Gambler,1
5368,True,Gambler,1
5369,True,Gambler,1
5370,True,Gambler,1
5371,True,Gambler,3
5372,True,Gambler,3
5373,False,House,0
5374,False,House,0
5375,False,House,0
5376,True,Gambler,1
5377,True,Gambler,1
5378,True,Gambler,1
5379,False,House,0
5380,False,House,0
5381,True,Gambler,1
5382,False,House,0
5383,False,House,0
5384,False,House,0
5385,True,Gambler,1
5386,False,House,0
5387,False,House,0
5388,False,House,0
5389,False,House,0
5390,False,House,0
5391,True,Gambler,1
5392,False,House,0
5393,True,Gambler,1
5394,False,House,0
5395,True,Gambler,2
5396,False,House,0
5397,True,Gambler,1
5398,True,Gambler,2
5399,True,Gambler,1
5400,False,House,0
5401,False,House,0
5402,True,Gambler,1
5403,False,House,0
5404,False,House,0
5405,False,House,0
5406,True,Gambler,1
5407,True,Gambler,1
5408,False,House,0
5409,True,Gambler,1
5410,True,Gambler,3
5411,False,House,0
5412,True,Gambler,2
5413,False,House,0
5414,False,House,0
5415,True,Gambler,1
5416,False,House,0
5417,False,House,0
5418,True,Gambler,2
5419,False,House,0
5420,False,House,0
5421,False,House,0
5422,False,House,0
5423,False,House,0
5424,False,House,0
5425,True,Gambler,1
5426,False,House,0
5427,False,House,0
5428,False,House,0
5429,False,House,0
5430,True,Gambler,2
5431,True,Gambler,2
5432,False,House,0
5433,False,House,0
5434,False,House,0
5435,False,House,0
5436,False,House,0
5437,False,House,0
5438,True,Gambler,1
5439,False,House,0
5440,True,Gambler,1
5441,False,House,0
5442,False,House,0
5443,False,House,0
5444,True,Gambler,1
5445,True,Gambler,2
5446,False,House,0
5447,True,Gambler,3
5448,False,House,0
5449,True,Gambler,1
5450,True,Gambler,1
5451,True,Gambler,1
5452,True,Gambler,3
5453,False,House,0
5454,False,House,0
5455,True,Gambler,1
5456,True,Gambler,2
5457,True,Gambler,1
5458,False,House,0
5459,True,Gambler,1
5460,True,Gambler,1
5461,False,House,0
5462,False,House,0
5463,False,House,0
5464,True,Gambler,1
5465,False,House,0
5466,True,Gambler,1
5467,False,House,0
5468,True,Gambler,1
5469,True,Gambler,1
5470,True,Gambler,1
5471,True,Gambler,1
5472,True,Gambler,2
5473,False,House,0
5474,False,House,0
5475,False,House,0
5476,True,Gambler,2
5477,True,Gambler,3
5478,False,House,0
5479,False,House,0
5480,True,Gambler,2
5481,False,House,0
5482,False,House,0
5483,False,House,0
5484,False,House,0
5485,True,Gambler,1
5486,True,Gambler,1
5487,True,Gambler,1
5488,False,House,0
5489,True,Gambler,1
5490,True,Gambler,1
5491,False,House,0
5492,True,Gambler,1
5493,False,House,0
5494,False,House,0
5495,False,House,0
5496,True,Gambler,1
5497,True,Gambler,1
5498,False,House,0
5499,False,House,0
5500,False,House,0
5501,False,House,0
5502,False,House,0
5503,False,House,0
5504,False,House,0
5505,True,Gambler,1
5506,False,House,0
5507,False,House,0
5508,True,Gambler,2
5509,True,Gambler,1
5510,True,Gambler,1
5511,True,Gambler,1
5512,True,Gambler,2
5513,False,House,0
5514,False,House,0
5515,False,House,0
5516,True,Gambler,1
5517,True,Gambler,2
5518,True,Gambler,2
5519,False,House,0
5520,True,Gambler,1
5521,False,House,0
5522,True,Gambler,1
5523,True,Gambler,1
5524,False,House,0
5525,False,House,0
5526,True,Gambler,1
5527,True,Gambler,2
5528,False,House,0
5529,False,House,0
5530,True,Gambler,1
5531,False,House,0
5532,True,Gambler,1
5533,False,House,0
5534,False,House,0
5535,False,House,0
5536,False,House,0
5537,True,Gambler,1
5538,True,Gambler,1
5539,False,House,0
5540,False,House,0
5541,True,Gambler,1
5542,True,Gambler,1
5543,False,House,0
5544,False,House,0
5545,True,Gambler,1
5546,False,House,0
5547,True,Gambler,1
5548,True,Gambler,2
5549,True,Gambler,1
5550,False,House,0
5551,False,House,0
5552,False,House,0
5553,False,House,0
5554,False,House,0
5555,True,Gambler,1
5556,False,House,0
5557,True,Gambler,1
5558,True,Gambler,1
5559,True,Gambler,1
5560,False,House,0
5561,True,Gambler,2
5562,True,Gambler,1
5563,True,Gambler,1
5564,False,House,0
5565,False,House,0
5566,True,Gambler,1
5567,True,Gambler,1
5568,True,Gambler,1
5569,True,Gambler,2
5570,True,Gambler,1
5571,True,Gambler,1
5572,True,Gambler,1
5573,False,House,0
5574,False,House,0
5575,False,House,0
5576,False,House,0
5577,False,House,0
5578,True,Gambler,1
5579,True,Gambler,1
5580,False,House,0
5581,True,Gambler,1
5582,True,Gambler,2
5583,False,House,0
5584,False,House,0
5585,True,Gambler,1
5586,True,Gambler,1
5587,True,Gambler,1
5588,False,House,0
5589,False,House,0
5590,False,House,0
5591,True,Gambler,2
5592,True,Gambler,1
5593,False,House,0
5594,False,House,0
5595,False,House,0
5596,True,Gambler,2
5597,True,Gambler,1
5598,False,House,0
5599,True,Gambler,1
5600,False,House,0
5601,False,House,0
5602,False,House,0
5603,True,Gambler,1
5604,False,House,0
5605,False,House,0
5606,True,Gambler,1
5607,True,Gambler,1
5608,True,Gambler,1
5609,False,House,0
5610,False,House,0
5611,False,House,0
5612,False,House,0
5613,True,Gambler,1
5614,False,House,0
5615,True,Gambler,1
5616,True,Gambler,1
5617,True,Gambler,1
5618,False,House,0
5619,True,Gambler,1
5620,False,House,0
5621,False,House,0
5622,False,House,0
5623,False,House,0
5624,True,Gambler,1
5625,False,House,0
5626,True,Gambler,1
5627,True,Gambler,1
5628,False,House,0
5629,True,Gambler,1
5630,False,House,0
5631,False,House,0
5632,True,Gambler,1
5633,True,Gambler,1
5634,True,Gambler,1
5635,True,Gambler,1
5636,True,Gambler,2
5637,True,Gambler,2
5638,False,House,0
5639,True,Gambler,3
5640,False,House,0
5641,False,House,0
5642,False,House,0
5643,False,House,0
5644,False,House,0
5645,False,House,0
5646,True,Gambler,4
5647,False,House,0
5648,False,House,0
5649,True,Gambler,1
5650,True,Gambler,2
5651,False,House,0
5652,True,Gambler,2
5653,False,House,0
5654,False,House,0
5655,True,Gambler,1
5656,False,House,0
5657,True,Gambler,1
5658,False,House,0
5659,False,House,0
5660,False,House,0
5661,True,Gambler,1
5662,True,Gambler,1
5663,False,House,0
5664,True,Gambler,1
5665,False,House,0
5666,False,House,0
5667,True,Gambler,1
5668,True,Gambler,1
5669,True,Gambler,1
5670,False,House,0
5671,False,House,0
5672,True,Gambler,1
5673,False,House,0
5674,True,Gambler,1
5675,False,House,0
5676,False,House,0
5677,False,House,0
5678,False,House,0
5679,False,House,0
5680,True,Gambler,1
5681,True,Gambler,2
5682,True,Gambler,1
5683,False,House,0
5684,False,House,0
5685,False,House,0
5686,False,House,0
5687,True,Gambler,1
5688,False,House,0
5689,False,House,0
5690,False,House,0
5691,False,House,0
5692,True,Gambler,1
5693,False,House,0
5694,True,Gambler,1
5695,True,Gambler,2
5696,True,Gambler,1
5697,False,House,0
5698,True,Gambler,3
5699,False,House,0
5700,True,Gambler,1
5701,True,Gambler,2
5702,False,House,0
5703,False,House,0
5704,True,Gambler,1
5705,False,House,0
5706,True,Gambler,1
5707,False,House,0
5708,True,Gambler,1
5709,False,House,0
5710,True,Gambler,1
5711,False,House,0
5712,True,Gambler,1
5713,False,House,0
5714,False,House,0
5715,True,Gambler,2
5716,False,House,0
5717,True,Gambler,1
5718,False,House,0
5719,False,House,0
5720,False,House,0
5721,False,House,0
5722,True,Gambler,1
5723,True,Gambler,2
5724,True,Gambler,1
5725,True,Gambler,1
5726,True,Gambler,1
5727,True,Gambler,1
5728,False,House,0
5729,True,Gambler,1
5730,False,House,0
5731,True,Gambler,1
5732,True,Gambler,1
5733,True,Gambler,1
5734,False,House,0
5735,False,House,0
5736,False,House,0
5737,True,Gambler,1
5738,False,House,0
5739,True,Gambler,1
5740,True,Gambler,1
5741,False,House,0
5742,False,House,0
5743,True,Gambler,1
5744,False,House,0
5745,False,House,0
5746,False,House,0
5747,True,Gambler,1
5748,False,House,0
5749,True,Gambler,3
5750,False,House,0
5751,False,House,0
5752,False,House,0
5753,True,Gambler,1
5754,True,Gambler,2
5755,False,House,0
5756,False,House,0
5757,True,Gambler,2
5758,True,Gambler,2
5759,True,Gambler,1
5760,False,House,0
5761,False,House,0
5762,False,House,0
5763,True,Gambler,2
5764,True,Gambler,1
5765,True,Gambler,1
5766,False,House,0
5767,True,Gambler,4
5768,True,Gambler,2
5769,False,House,0
5770,False,House,0
5771,False,House,0
5772,True,Gambler,1
5773,False,House,0
5774,False,House,0
5775,True,Gambler,1
5776,False,House,0
5777,True,Gambler,1
5778,False,House,0
5779,True,Gambler,1
5780,False,House,0
5781,True,Gambler,1
5782,False,House,0
5783,True,Gambler,1
5784,False,House,0
5785,False,House,0
5786,True,Gambler,1
5787,False,House,0
5788,True,Gambler,4
5789,True,Gambler,1
5790,True,Gambler,2
5791,False,House,0
5792,True,Gambler,2
5793,False,House,0
5794,False,House,0
5795,False,House,0
5796,True,Gambler,1
5797,True,Gambler,1
5798,True,Gambler,1
5799,False,House,0
5800,False,House,0
5801,True,Gambler,1
5802,False,House,0
5803,False,House,0
5804,False,House,0
5805,True,Gambler,1
5806,False,House,0
5807,False,House,0
5808,True,Gambler,1
5809,True,Gambler,2
5810,False,House,0
5811,False,House,0
5812,True,Gambler,1
5813,True,Gambler,2
5814,True,Gambler,1
5815,False,House,0
5816,False,House,0
5817,True,Gambler,1
5818,False,House,0
5819,True,Gambler,1
5820,True,Gambler,1
5821,False,House,0
5822,False,House,0
5823,False,House,0
5824,False,House,0
5825,False,House,0
5826,False,House,0
5827,True,Gambler,2
5828,False,House,0
5829,False,House,0
5830,False,House,0
5831,False,House,0
5832,True,Gambler,2
5833,False,House,0
5834,True,Gambler,1
5835,False,House,0
5836,True,Gambler,1
5837,True,Gambler,1
5838,False,House,0
5839,False,House,0
5840,False,House,0
5841,True,Gambler,1
5842,True,Gambler,2
5843,False,House,0
5844,True,Gambler,1
5845,False,House,0
5846,True,Gambler,1
5847,False,House,0
5848,False,House,0
5849,True,Gambler,1
5850,False,House,0
5851,False,House,0
5852,True,Gambler,1
5853,True,Gambler,1
5854,False,House,0
5855,False,House,0
5856,True,Gambler,1
5857,False,House,0
5858,True,Gambler,1
5859,True,Gambler,3
5860,True,Gambler,1
5861,True,Gambler,1
5862,False,House,0
5863,False,House,0
5864,False,House,0
5865,False,House,0
5866,False,House,0
5867,False,House,0
5868,False,House,0
5869,True,Gambler,1
5870,False,House,0
5871,True,Gambler,3
5872,False,House,0
5873,False,House,0
5874,False,House,0
5875,False,House,0
5876,True,Gambler,2
5877,True,Gambler,1
5878,True,Gambler,1
5879,False,House,0
5880,True,Gambler,1
5881,True,Gambler,2
5882,True,Gambler,1
5883,False,House,0
5884,True,Gambler,2
5885,True,Gambler,2
5886,True,Gambler,2
5887,False,House,0
5888,False,House,0
5889,False,House,0
5890,True,Gambler,1
5891,True,Gambler,1
5892,False,House,0
5893,True,Gambler,1
5894,True,Gambler,2
5895,False,House,0
5896,True,Gambler,1
5897,False,House,0
5898,False,House,0
5899,False,House,0
5900,True,Gambler,2
5901,False,House,0
5902,False,House,0
5903,False,House,0
5904,True,Gambler,2
5905,True,Gambler,1
5906,False,House,0
5907,True,Gambler,1
5908,True,Gambler,1
5909,True,Gambler,1
5910,False,House,0
5911,False,House,0
5912,True,Gambler,1
5913,True,Gambler,2
5914,True,Gambler,2
5915,False,House,0
5916,True,Gambler,1
5917,True,Gambler,1
5918,True,Gambler,1
5919,False,House,0
5920,False,House,0
5921,False,House,0
5922,True,Gambler,2
5923,False,House,0
5924,False,House,0
5925,False,House,0
5926,False,House,0
5927,True,Gambler,1
5928,False,House,0
5929,True,Gambler,2
5930,True,Gambler,1
5931,False,House,0
5932,False,House,0
5933,True,Gambler,1
5934,False,House,0
5935,False,House,0
5936,False,House,0
5937,True,Gambler,1
5938,True,Gambler,1
5939,False,House,0
5940,True,Gambler,1
5941,True,Gambler,1
5942,False,House,0
5943,False,House,0
5944,True,Gambler,1
5945,False,House,0
5946,True,Gambler,2
5947,False,House,0
5948,False,House,0
5949,True,Gambler,1
5950,False,House,0
5951,True,Gambler,1
5952,True,Gambler,1
5953,False,House,0
5954,True,Gambler,1
5955,True,Gambler,1
5956,False,House,0
5957,True,Gambler,1
5958,False,House,0
5959,True,Gambler,2
5960,True,Gambler,1
5961,False,House,0
5962,False,House,0
5963,True,Gambler,1
5964,False,House,0
5965,True,Gambler,1
5966,False,House,0
5967,False,House,0
5968,False,House,0
5969,False,House,0
5970,False,House,0
5971,False,House,0
5972,False,House,0
5973,True,Gambler,2
5974,False,House,0
5975,True,Gambler,1
5976,True,Gambler,1
5977,True,Gambler,2
5978,False,House,0
5979,False,House,0
5980,False,House,0
5981,False,House,0
5982,True,Gambler,1
5983,True,Gambler,1
5984,False,House,0
5985,False,House,0
5986,True,Gambler,2
5987,False,House,0
5988,True,Gambler,2
5989,True,Gambler,1
5990,False,House,0
5991,True,Gambler,1
5992,False,House,0
5993,True,Gambler,1
5994,True,Gambler,1
5995,True,Gambler,1
5996,True,Gambler,1
5997,False,House,0
5998,False,House,0
5999,False,House,0
6000,False,House,0
6001,True,Gambler,1
6002,False,House,0
6003,False,House,0
6004,True,Gambler,1
6005,True,Gambler,2
6006,False,House,0
6007,True,Gambler,1
6008,False,House,0
6009,False,House,0
6010,True,Gambler,1
6011,False,House,0
6012,False,House,0
6013,False,House,0
6014,False,House,0
6015,True,Gambler,2
6016,True,Gambler,1
6017,True,Gambler,1
6018,False,House,0
6019,True,Gambler,1
6020,False,House,0
6021,False,House,0
6022,True,Gambler,1
6023,True,Gambler,1
6024,True,Gambler,1
6025,False,House,0
6026,False,House,0
6027,True,Gambler,1
6028,True,Gambler,1
6029,False,House,0
6030,False,House,0
6031,True,Gambler,2
6032,False,House,0
6033,False,House,0
6034,False,House,0
6035,False,House,0
6036,False,House,0
6037,False,House,0
6038,True,Gambler,1
6039,False,House,0
6040,False,House,0
6041,True,Gambler,1
6042,True,Gambler,1
6043,False,House,0
6044,True,Gambler,1
6045,True,Gambler,3
6046,False,House,0
6047,False,House,0
6048,False,House,0
6049,False,House,0
6050,False,House,0
6051,True,Gambler,1
6052,False,House,0
6053,False,House,0
6054,False,House,0
6055,False,House,0
6056,False,House,0
6057,False,House,0
6058,True,Gambler,1
6059,True,Gambler,1
6060,True,Gambler,1
6061,True,Gambler,1
6062,True,Gambler,1
6063,True,Gambler,3
6064,True,Gambler,1
6065,True,Gambler,2
6066,False,House,0
6067,True,Gambler,1
6068,True,Gambler,1
6069,True,Gambler,1
6070,False,House,0
6071,True,Gambler,1
6072,False,House,0
6073,False,House,0
6074,False,House,0
6075,False,House,0
6076,True,Gambler,1
6077,False,House,0
6078,False,House,0
6079,True,Gambler,2
6080,False,House,0
6081,False,House,0
6082,True,Gambler,1
6083,True,Gambler,2
6084,False,House,0
6085,True,Gambler,1
6086,True,Gambler,1
6087,False,House,0
6088,True,Gambler,2
6089,True,Gambler,1
6090,False,House,0
6091,True,Gambler,1
6092,False,House,0
6093,False,House,0
6094,False,House,0
6095,False,House,0
6096,True,Gambler,1
6097,True,Gambler,1
6098,False,House,0
6099,False,House,0
6100,True,Gambler,1
6101,True,Gambler,1
6102,False,House,0
6103,True,Gambler,1
6104,False,House,0
6105,False,House,0
6106,True,Gambler,2
6107,False,House,0
6108,True,Gambler,2
6109,False,House,0
6110,True,Gambler,1
6111,True,Gambler,2
6112,True,Gambler,1
6113,False,House,0
6114,False,House,0
6115,False,House,0
6116,True,Gambler,1
6117,False,House,0
6118,True,Gambler,1
6119,True,Gambler,1
6120,False,House,0
6121,True,Gambler,1
6122,True,Gambler,1
6123,False,House,0
6124,True,Gambler,1
6125,False,House,0
6126,True,Gambler,2
6127,False,House,0
6128,True,Gambler,1
6129,False,House,0
6130,True,Gambler,1
6131,False,House,0
6132,True,Gambler,1
6133,True,Gambler,1
6134,True,Gambler,2
6135,True,Gambler,1
6136,False,House,0
6137,False,House,0
6138,True,Gambler,1
6139,False,House,0
6140,True,Gambler,1
6141,False,House,0
6142,False,House,0
6143,True,Gambler,2
6144,False,House,0
6145,True,Gambler,1
6146,True,Gambler,1
6147,True,Gambler,2
6148,False,House,0
6149,True,Gambler,1
6150,True,Gambler,1
6151,True,Gambler,3
6152,True,Gambler,3
6153,True,Gambler,1
6154,False,House,0
6155,True,Gambler,2
6156,False,House,0
6157,True,Gambler,3
6158,False,House,0
6159,False,House,0
6160,False,House,0
6161,False,House,0
6162,True,Gambler,2
6163,True,Gambler,1
6164,True,Gambler,1
6165,False,House,0
6166,False,House,0
6167,True,Gambler,1
6168,False,House,0
6169,True,Gambler,1
6170,False,House,0
6171,True,Gambler,1
6172,True,Gambler,1
6173,False,House,0
6174,False,House,0
6175,True,Gambler,2
6176,False,House,0
6177,False,House,0
6178,True,Gambler,2
6179,True,Gambler,1
6180,False,House,0
6181,True,Gambler,2
6182,True,Gambler,1
6183,True,Gambler,1
6184,True,Gambler,2
6185,True,Gambler,1
6186,True,Gambler,1
6187,False,House,0
6188,False,House,0
6189,True,Gambler,1
6190,True,Gambler,1
6191,False,House,0
6192,False,House,0
6193,True,Gambler,1
6194,True,Gambler,1
6195,False,House,0
6196,False,House,0
6197,False,House,0
6198,False,House,0
6199,True,Gambler,1
6200,False,House,0
6201,False,House,0
6202,False,House,0
6203,False,House,0
6204,True,Gambler,1
6205,False,House,0
6206,False,House,0
6207,True,Gambler,1
6208,True,Gambler,1
6209,True,Gambler,4
6210,True,Gambler,1
6211,True,Gambler,1
6212,False,House,0
6213,True,Gambler,1
6214,False,House,0
6215,False,House,0
6216,True,Gambler,1
6217,False,House,0
6218,False,House,0
6219,True,Gambler,1
6220,False,House,0
6221,False,House,0
6222,True,Gambler,5
6223,True,Gambler,1
6224,False,House,0
6225,False,House,0
6226,False,House,0
6227,False,House,0
6228,False,House,0
6229,False,House,0
6230,False,House,0
6231,True,Gambler,1
6232,True,Gambler,1
6233,False,House,0
6234,True,Gambler,1
6235,False,House,0
6236,True,Gambler,1
6237,False,House,0
6238,False,House,0
6239,True,Gambler,2
6240,False,House,0
6241,True,Gambler,1
6242,False,House,0
6243,False,House,0
6244,False,House,0
6245,True,Gambler,1
6246,False,House,0
6247,True,Gambler,1
6248,True,Gambler,1
6249,True,Gambler,1
6250,True,Gambler,2
6251,True,Gambler,1
6252,True,Gambler,2
6253,False,House,0
6254,False,House,0
6255,False,House,0
6256,False,House,0
6257,True,Gambler,1
6258,False,House,0
6259,False,House,0
6260,True,Gambler,1
6261,True,Gambler,1
6262,True,Gambler,1
6263,True,Gambler,1
6264,False,House,0
6265,False,House,0
6266,False,House,0
6267,True,Gambler,1
6268,False,House,0
6269,False,House,0
6270,False,House,0
6271,True,Gambler,1
6272,True,Gambler,2
6273,True,Gambler,2
6274,True,Gambler,1
6275,False,House,0
6276,True,Gambler,1
6277,False,House,0
6278,False,House,0
6279,False,House,0
6280,True,Gambler,1
6281,True,Gambler,1
6282,True,Gambler,1
6283,False,House,0
6284,True,Gambler,1
6285,True,Gambler,1
6286,False,House,0
6287,True,Gambler,2
6288,True,Gambler,1
6289,True,Gambler,1
6290,True,Gambler,1
6291,True,Gambler,1
6292,False,House,0
6293,True,Gambler,1
6294,False,House,0
6295,True,Gambler,1
6296,False,House,0
6297,False,House,0
6298,True,Gambler,1
6299,True,Gambler,1
6300,True,Gambler,2
6301,False,House,0
